uid,country,gender,device,group,spent,converted
1012676,ESP,F,A,B,0,No
1012677,CAN,M,I,B,0,No
1012678,USA,F,A,B,0,No
1012679,TUR,M,A,A,0,No
1012680,TUR,F,A,B,0,No
1012681,BRA,F,I,B,0,No
1012682,ESP,F,A,A,0,No
1012683,TUR,M,A,B,0,No
1012684,USA,F,I,A,0,No
1012685,BRA,,A,A,0,No
1012686,TUR,M,A,A,0,No
1012687,USA,M,I,B,0,No
1012688,BRA,M,A,B,0,No
1012689,BRA,F,A,B,42.31,Yes
1012690,USA,F,A,A,0,No
1012691,FRA,,I,A,0,No
1012692,BRA,,A,A,0,No
1012693,MEX,F,I,A,130.81,Yes
1012694,BRA,,A,B,0,No
1012695,BRA,M,A,B,0,No
1012696,USA,F,A,B,0,No
1012697,AUS,F,I,B,0,No
1012698,DEU,,A,B,0,No
1012699,USA,F,A,B,0,No
1012700,USA,M,I,B,0,No
1012701,TUR,M,I,B,0,No
1012702,BRA,F,A,A,0,No
1012703,FRA,M,A,A,0,No
1012704,CAN,M,A,A,0,No
1012705,TUR,F,I,B,0,No
1012706,TUR,,I,A,0,No
1012707,CAN,M,I,A,0,No
1012708,USA,F,I,B,0,No
1012709,BRA,M,A,A,0,No
1012710,USA,M,A,B,0,No
1012711,USA,F,A,A,0,No
1012712,DEU,F,I,A,0,No
1012713,TUR,F,A,B,0,No
1012714,TUR,,A,A,0,No
1012715,USA,F,I,A,0,No
1012716,USA,,A,B,0,No
1012717,BRA,F,A,B,0,No
1012718,BRA,F,I,B,0,No
1012719,FRA,M,A,A,0,No
1012720,BRA,M,I,A,0,No
1012721,USA,F,A,A,0,No
1012722,USA,F,I,A,0,No
1012723,FRA,F,I,B,62.35387633,Yes
1012724,GBR,F,A,A,0,No
1012725,USA,F,I,B,0,No
1012726,TUR,F,A,A,0,No
1012727,BRA,F,I,A,0,No
1012728,BRA,F,A,B,0,No
1012729,ESP,M,I,B,0,No
1012730,DEU,F,A,B,0,No
1012731,DEU,F,I,B,0,No
1012732,BRA,,A,B,0,No
1012733,AUS,M,A,A,0,No
1012734,USA,,I,B,0,No
1012735,USA,,A,A,0,No
1012736,DEU,M,I,B,0,No
1012737,FRA,M,A,B,0,No
1012738,TUR,F,A,B,0,No
1012739,FRA,M,A,A,0,No
1012740,DEU,M,I,A,0,No
1012741,USA,M,A,A,0,No
1012742,BRA,M,A,B,0,No
1012743,MEX,,I,A,0,No
1012744,MEX,,A,A,0,No
1012745,BRA,M,I,A,0,No
1012746,MEX,F,A,B,0,No
1012747,MEX,O,I,A,0,No
1012748,ESP,F,A,B,0,No
1012749,CAN,M,I,B,0,No
1012750,ESP,M,I,B,0,No
1012751,USA,F,A,B,0,No
1012752,FRA,M,A,B,0,No
1012753,GBR,,A,B,0,No
1012754,USA,F,I,B,0,No
1012755,USA,F,I,B,0,No
1012756,CAN,,I,A,0,No
1012757,FRA,,I,A,0,No
1012758,USA,F,I,B,0,No
1012759,MEX,M,A,A,0,No
1012760,AUS,M,A,A,0,No
1012761,USA,M,A,B,0,No
1012762,USA,F,I,A,0,No
1012763,USA,F,A,B,0,No
1012764,DEU,F,A,B,0,No
1012765,BRA,F,I,A,0,No
1012766,GBR,M,A,B,0,No
1012767,FRA,M,A,B,0,No
1012768,BRA,M,A,A,0,No
1012769,ESP,M,A,A,0,No
1012770,USA,M,A,A,0,No
1012771,MEX,F,A,A,0,No
1012772,GBR,M,I,A,0,No
1012773,,,A,A,0,No
1012774,USA,F,I,B,0,No
1012775,BRA,M,I,A,0,No
1012776,MEX,F,A,A,0,No
1012778,TUR,M,A,B,0,No
1012780,BRA,F,A,A,0,No
1012781,USA,F,A,A,35.87,Yes
1012782,USA,,A,B,0,No
1012783,USA,M,I,A,0,No
1012784,MEX,F,I,A,0,No
1012785,USA,M,A,A,0,No
1012786,BRA,F,A,A,0,No
1012787,BRA,,A,A,0,No
1012788,ESP,F,A,A,13.36,Yes
1012789,USA,F,I,A,0,No
1012790,DEU,,I,B,0,No
1012791,BRA,,A,B,0,No
1012792,DEU,M,A,A,0,No
1012793,DEU,M,A,B,0,No
1012794,USA,F,A,A,0,No
1012795,GBR,M,I,B,0,No
1012796,MEX,F,A,A,0,No
1012797,GBR,F,I,B,0,No
1012798,TUR,M,I,A,0,No
1012799,BRA,M,I,B,0,No
1012800,USA,F,I,B,0,No
1012801,TUR,F,A,A,0,No
1012802,GBR,F,A,A,0,No
1012803,USA,,A,A,0,No
1012804,USA,M,A,B,0,No
1012805,ESP,,A,B,0,No
1012806,USA,F,A,B,0,No
1012807,FRA,F,I,A,0,No
1012808,MEX,,I,B,0,No
1012809,DEU,M,I,B,47.82,Yes
1012810,DEU,M,A,A,0,No
1012811,DEU,O,A,A,0,No
1012812,BRA,O,A,B,0,No
1012813,BRA,M,I,B,0,No
1012814,MEX,M,I,B,0,No
1012815,MEX,F,A,B,0,No
1012816,USA,M,I,B,0,No
1012817,TUR,M,I,A,0,No
1012818,BRA,F,A,A,0,No
1012819,DEU,F,A,A,0,No
1012820,GBR,M,I,A,0,No
1012821,BRA,F,A,B,0,No
1012822,USA,F,I,B,86.88,Yes
1012823,BRA,M,A,B,0,No
1012824,BRA,M,A,A,0,No
1012825,CAN,,A,A,0,No
1012826,,M,A,B,0,No
1012828,BRA,F,I,B,18.59,Yes
1012829,MEX,M,A,B,0,No
1012830,USA,F,,B,0,No
1012831,MEX,F,A,A,0,No
1012832,CAN,F,I,B,0,No
1012833,ESP,F,I,A,0,No
1012834,GBR,M,A,A,0,No
1012835,FRA,F,A,B,0,No
1012837,USA,O,A,B,0,No
1012838,MEX,,I,B,0,No
1012839,USA,F,A,B,0,No
1012840,USA,M,A,B,0,No
1012841,USA,M,A,B,0,No
1012842,BRA,M,I,B,0,No
1012843,USA,,I,B,0,No
1012844,USA,F,A,B,0,No
1012845,USA,F,I,B,44.74,Yes
1012846,MEX,F,A,A,0,No
1012847,ESP,F,A,B,0,No
1012848,USA,F,A,B,0,No
1012849,USA,M,A,B,0,No
1012850,USA,M,I,A,0,No
1012851,BRA,M,I,B,0,No
1012852,FRA,M,A,A,0,No
1012853,GBR,F,I,A,0,No
1012854,DEU,F,A,B,0,No
1012855,BRA,F,A,B,0,No
1012856,MEX,F,I,A,0,No
1012857,DEU,,A,B,0,No
1012858,USA,M,A,A,0,No
1012859,USA,F,A,B,0,No
1012860,MEX,,A,B,0,No
1012861,DEU,M,A,B,0,No
1012862,USA,F,A,A,0,No
1012863,BRA,M,A,A,0,No
1012864,TUR,M,I,B,0,No
1012865,FRA,,I,A,0,No
1012866,MEX,F,A,B,0,No
1012867,TUR,M,A,B,0,No
1012868,USA,F,A,B,0,No
1012869,FRA,F,A,A,0,No
1012870,FRA,M,I,A,0,No
1012871,USA,M,A,B,0,No
1012872,BRA,M,I,B,0,No
1012873,BRA,F,I,B,0,No
1012874,BRA,M,,A,0,No
1012875,CAN,,A,A,0,No
1012876,BRA,F,A,A,0,No
1012877,AUS,F,A,A,0,No
1012878,BRA,O,I,B,0,No
1012879,BRA,M,A,B,0,No
1012880,USA,F,A,B,29.57,Yes
1012881,USA,F,I,B,0,No
1012883,BRA,M,I,A,0,No
1012884,DEU,M,A,B,0,No
1012885,MEX,M,A,B,0,No
1012886,DEU,M,I,A,0,No
1012887,USA,F,I,B,0,No
1012888,BRA,M,I,B,0,No
1012889,MEX,M,A,A,0,No
1012891,BRA,M,A,B,0,No
1012892,USA,M,A,A,0,No
1012893,FRA,F,A,B,0,No
1012894,ESP,M,A,A,0,No
1012895,AUS,M,I,B,0,No
1012896,USA,F,A,A,17.63,Yes
1012897,AUS,M,A,B,0,No
1012898,FRA,M,A,A,0,No
1012899,MEX,M,I,A,0,No
1012900,ESP,F,I,A,0,No
1012901,ESP,M,A,A,0,No
1012902,TUR,M,A,B,0,No
1012903,TUR,F,I,A,0,No
1012904,USA,F,A,A,0,No
1012905,FRA,M,I,B,0,No
1012906,AUS,M,I,A,0,No
1012907,USA,F,A,A,0,No
1012908,USA,F,A,B,0,No
1012909,MEX,M,A,B,0,No
1012910,BRA,,I,B,0,No
1012911,DEU,F,I,B,0,No
1012912,BRA,F,I,B,0,No
1012913,MEX,F,A,B,0,No
1012914,FRA,M,A,B,0,No
1012915,USA,,A,B,0,No
1012916,GBR,F,I,A,0,No
1012917,CAN,M,A,B,0,No
1012918,TUR,M,I,A,0,No
1012919,BRA,F,A,A,0,No
1012920,USA,F,I,A,0,No
1012921,GBR,F,A,B,0,No
1012922,USA,M,A,B,0,No
1012923,AUS,F,A,A,0,No
1012924,CAN,F,A,B,0,No
1012925,USA,M,A,B,0,No
1012926,USA,O,A,A,0,No
1012927,FRA,F,A,B,0,No
1012928,AUS,M,A,B,0,No
1012929,BRA,F,A,A,0,No
1012930,BRA,F,I,B,0,No
1012931,USA,F,I,B,0,No
1012932,USA,M,A,A,0,No
1012933,MEX,,A,B,0,No
1012934,TUR,F,A,B,0,No
1012935,USA,F,I,A,0,No
1012936,BRA,F,I,B,0,No
1012937,BRA,F,I,A,0,No
1012938,FRA,F,A,B,0,No
1012939,FRA,,A,A,0,No
1012940,ESP,,A,A,0,No
1012941,USA,M,I,B,0,No
1012942,USA,,A,A,0,No
1012943,GBR,M,A,B,0,No
1012944,MEX,M,A,A,0,No
1012945,USA,M,A,A,0,No
1012946,CAN,M,I,A,0,No
1012947,USA,F,A,B,0,No
1012948,MEX,F,A,A,0,No
1012949,USA,M,A,A,0,No
1012950,DEU,M,I,A,0,No
1012951,TUR,,I,B,0,No
1012952,USA,F,A,A,0,No
1012953,FRA,F,A,A,0,No
1012954,BRA,M,A,B,0,No
1012955,USA,M,I,A,0,No
1012956,TUR,M,A,A,0,No
1012957,BRA,M,I,A,0,No
1012958,DEU,F,A,B,0,No
1012959,DEU,F,I,B,0,No
1012960,USA,F,A,A,0,No
1012961,USA,M,A,A,0,No
1012962,MEX,F,A,B,0,No
1012963,GBR,M,I,B,0,No
1012964,USA,,A,A,0,No
1012965,GBR,F,A,B,0,No
1012966,USA,M,A,B,0,No
1012967,FRA,F,A,B,0,No
1012968,MEX,M,A,A,0,No
1012969,DEU,M,A,B,0,No
1012970,BRA,,A,A,0,No
1012971,MEX,M,I,A,0,No
1012972,DEU,M,I,A,0,No
1012973,TUR,,A,B,0,No
1012974,USA,F,A,A,0,No
1012975,USA,F,A,B,0,No
1012976,BRA,F,A,A,0,No
1012977,USA,F,A,B,0,No
1012978,BRA,F,A,B,0,No
1012979,MEX,F,I,B,0,No
1012980,FRA,M,I,A,0,No
1012981,DEU,,A,B,0,No
1012982,BRA,F,A,B,0,No
1012983,BRA,M,A,A,0,No
1012984,BRA,M,A,B,0,No
1012985,BRA,M,A,A,0,No
1012986,USA,F,A,B,0,No
1012987,BRA,M,A,B,0,No
1012988,DEU,M,A,A,0,No
1012989,USA,,A,B,0,No
1012990,USA,F,I,A,0,No
1012991,USA,F,A,A,0,No
1012992,DEU,M,I,A,0,No
1012993,BRA,M,I,B,0,No
1012994,USA,F,A,B,0,No
1012995,USA,M,A,B,0,No
1012996,USA,M,A,B,0,No
1012997,BRA,F,I,B,0,No
1012998,USA,F,I,A,0,No
1012999,BRA,M,A,B,0,No
1013000,GBR,,I,A,0,No
1013001,ESP,F,I,B,52.2,Yes
1013002,BRA,,I,B,0,No
1013003,USA,M,A,B,0,No
1013004,USA,M,A,B,0,No
1013005,USA,,I,A,0,No
1013006,ESP,M,I,A,0,No
1013007,DEU,M,A,A,0,No
1013008,USA,F,I,B,0,No
1013009,BRA,F,A,A,0,No
1013010,MEX,M,I,B,0,No
1013011,GBR,,A,A,0,No
1013012,USA,F,A,A,0,No
1013013,USA,,I,A,0,No
1013014,USA,F,A,A,0,No
1013015,USA,M,I,A,0,No
1013016,USA,M,A,A,0,No
1013017,MEX,F,A,B,0,No
1013018,DEU,M,I,A,0,No
1013019,MEX,F,I,A,0,No
1013020,FRA,F,A,A,0,No
1013021,USA,F,I,B,0,No
1013022,MEX,F,I,A,0,No
1013023,USA,M,I,B,0,No
1013024,DEU,F,A,A,0,No
1013025,GBR,M,I,B,0,No
1013026,AUS,M,A,A,0,No
1013027,MEX,,A,A,0,No
1013028,BRA,,A,A,0,No
1013029,BRA,M,A,B,0,No
1013030,USA,M,A,A,0,No
1013031,DEU,F,A,A,0,No
1013032,MEX,F,A,A,0,No
1013033,MEX,M,A,A,0,No
1013034,DEU,F,I,B,0,No
1013035,MEX,M,A,B,0,No
1013036,DEU,F,A,A,0,No
1013037,USA,M,A,B,0,No
1013038,FRA,M,A,B,0,No
1013039,BRA,M,A,B,0,No
1013040,,F,I,A,0,No
1013041,USA,F,A,B,0,No
1013042,MEX,F,I,B,0,No
1013043,USA,F,A,A,0,No
1013044,FRA,M,A,A,0,No
1013045,USA,,A,B,0,No
1013046,USA,M,A,A,0,No
1013047,TUR,M,A,A,0,No
1013048,TUR,,A,A,0,No
1013049,TUR,F,A,A,0,No
1013050,GBR,M,A,B,0,No
1013051,USA,F,I,A,0,No
1013052,FRA,,I,A,0,No
1013053,USA,M,A,B,0,No
1013054,USA,M,A,A,0,No
1013055,MEX,F,I,B,0,No
1013056,BRA,M,I,B,0,No
1013057,GBR,,I,B,0,No
1013058,USA,F,A,A,0,No
1013059,TUR,M,I,A,0,No
1013060,MEX,M,I,A,0,No
1013061,,,I,A,0,No
1013062,FRA,M,A,A,0,No
1013063,BRA,M,A,A,0,No
1013064,USA,F,A,B,0,No
1013065,BRA,F,I,B,0,No
1013066,BRA,F,I,A,0,No
1013067,BRA,F,I,A,0,No
1013068,USA,,A,A,0,No
1013069,,F,A,A,0,No
1013070,USA,M,A,A,0,No
1013071,FRA,M,A,A,0,No
1013072,BRA,F,I,A,0,No
1013073,USA,,I,B,0,No
1013074,USA,M,A,B,0,No
1013075,MEX,F,A,A,0,No
1013076,USA,M,A,A,0,No
1013077,USA,F,A,B,0,No
1013078,USA,F,A,A,0,No
1013079,BRA,F,A,A,0,No
1013080,FRA,F,A,A,0,No
1013081,BRA,M,I,B,0,No
1013083,USA,M,A,A,0,No
1013084,TUR,,I,B,102.98,Yes
1013085,BRA,M,A,B,0,No
1013086,BRA,M,I,A,0,No
1013087,MEX,F,A,A,0,No
1013088,USA,F,A,B,0,No
1013089,MEX,F,I,B,0,No
1013090,BRA,F,A,B,0,No
1013091,BRA,M,I,A,0,No
1013092,USA,F,A,B,0,No
1013093,ESP,M,I,A,0,No
1013094,BRA,F,I,B,0,No
1013095,TUR,M,A,A,0,No
1013097,USA,M,A,B,0,No
1013098,USA,F,A,B,60.18,Yes
1013099,FRA,F,A,B,0,No
1013100,MEX,,A,B,0,No
1013101,FRA,F,A,B,0,No
1013102,MEX,M,A,B,0,No
1013103,USA,F,A,A,0,No
1013104,BRA,F,A,B,0,No
1013105,MEX,F,A,A,0,No
1013106,USA,M,A,A,0,No
1013107,FRA,M,A,A,0,No
1013108,CAN,M,I,A,113.85,Yes
1013109,DEU,M,A,A,0,No
1013110,USA,,I,B,145.11,Yes
1013111,BRA,F,A,B,0,No
1013112,DEU,M,A,B,0,No
1013113,GBR,M,A,A,0,No
1013114,USA,F,A,B,0,No
1013115,TUR,F,A,A,0,No
1013116,BRA,,A,B,0,No
1013117,CAN,M,A,B,0,No
1013118,TUR,F,I,A,0,No
1013119,TUR,F,A,A,0,No
1013120,USA,F,A,A,0,No
1013121,FRA,F,I,B,0,No
1013122,ESP,,I,A,0,No
1013123,,F,A,A,0,No
1013124,USA,,I,B,20.58,Yes
1013125,BRA,M,I,B,0,No
1013126,USA,M,I,A,0,No
1013127,ESP,M,I,B,0,No
1013128,USA,M,I,B,0,No
1013129,GBR,F,A,A,0,No
1013130,FRA,F,I,A,0,No
1013131,BRA,M,I,A,0,No
1013132,USA,F,I,B,0,No
1013133,GBR,M,A,B,0,No
1013134,GBR,O,I,B,0,No
1013135,BRA,M,I,B,0,No
1013136,GBR,F,A,B,0,No
1013137,GBR,F,A,B,0,No
1013138,USA,F,I,A,43.02,Yes
1013139,DEU,F,I,A,0,No
1013140,BRA,O,A,B,0,No
1013141,USA,M,A,A,112.67,Yes
1013142,MEX,F,A,A,0,No
1013143,CAN,O,A,B,35.78,Yes
1013144,USA,M,A,B,0,No
1013145,USA,F,A,B,0,No
1013146,FRA,,A,B,0,No
1013148,BRA,M,A,B,0,No
1013149,MEX,M,A,B,0,No
1013150,USA,M,A,B,0,No
1013151,AUS,F,I,A,0,No
1013152,GBR,F,A,B,0,No
1013153,DEU,,A,A,0,No
1013154,FRA,F,I,B,0,No
1013155,FRA,F,A,B,0,No
1013156,USA,F,A,B,48.72,Yes
1013157,USA,M,I,B,0,No
1013158,BRA,,A,A,0,No
1013159,USA,F,I,B,0,No
1013160,TUR,F,I,A,0,No
1013161,DEU,,I,B,0,No
1013162,USA,,A,B,0,No
1013163,MEX,F,A,B,0,No
1013164,ESP,F,A,A,0,No
1013165,DEU,F,A,B,0,No
1013166,ESP,F,I,B,0,No
1013167,USA,F,A,A,0,No
1013168,USA,M,I,B,0,No
1013169,GBR,F,A,A,0,No
1013170,USA,F,A,B,0,No
1013171,MEX,M,A,B,0,No
1013172,MEX,M,A,B,0,No
1013173,TUR,M,A,B,0,No
1013174,USA,F,A,A,0,No
1013175,USA,F,A,A,0,No
1013176,TUR,F,A,A,162.87,Yes
1013177,MEX,F,A,B,0,No
1013178,DEU,M,A,A,0,No
1013179,,O,A,A,0,No
1013180,GBR,F,A,A,0,No
1013181,USA,M,A,B,0,No
1013182,USA,M,A,A,0,No
1013183,AUS,F,A,A,0,No
1013184,BRA,F,A,A,0,No
1013185,TUR,M,A,A,0,No
1013186,USA,F,I,A,0,No
1013187,MEX,,A,A,0,No
1013188,USA,F,A,B,55.3,Yes
1013189,USA,M,,A,0,No
1013190,TUR,M,I,A,0,No
1013191,TUR,F,A,A,0,No
1013192,BRA,F,A,B,0,No
1013193,CAN,M,A,B,0,No
1013194,AUS,F,A,A,0,No
1013195,ESP,M,A,B,0,No
1013196,TUR,M,A,B,0,No
1013197,BRA,M,A,B,0,No
1013198,,M,A,B,0,No
1013199,USA,F,A,B,0,No
1013200,USA,M,A,B,0,No
1013201,MEX,,A,A,66,Yes
1013202,DEU,M,A,B,0,No
1013203,MEX,,I,A,0,No
1013204,AUS,M,I,A,0,No
1013205,USA,F,I,A,0,No
1013206,BRA,M,A,B,0,No
1013207,BRA,M,I,B,0,No
1013208,DEU,F,A,B,0,No
1013209,TUR,M,A,A,0,No
1013210,GBR,M,A,B,0,No
1013211,GBR,,A,B,0,No
1013212,FRA,F,A,B,0,No
1013213,BRA,F,A,B,0,No
1013214,USA,F,A,A,0,No
1013215,USA,F,I,B,0,No
1013216,MEX,M,A,B,0,No
1013217,MEX,O,A,A,0,No
1013218,USA,M,A,B,0,No
1013219,USA,F,A,B,0,No
1013220,USA,F,I,A,0,No
1013221,USA,F,A,B,0,No
1013222,MEX,F,I,B,0,No
1013224,ESP,M,A,A,0,No
1013225,USA,M,A,B,0,No
1013226,AUS,M,A,A,0,No
1013227,MEX,M,A,B,0,No
1013228,CAN,F,I,B,0,No
1013229,BRA,M,A,A,0,No
1013230,MEX,F,A,A,0,No
1013231,MEX,M,A,B,0,No
1013232,BRA,M,I,A,0,No
1013233,FRA,M,I,B,0,No
1013234,USA,,A,A,0,No
1013235,GBR,F,A,B,0,No
1013236,MEX,F,I,A,0,No
1013237,BRA,F,A,B,0,No
1013238,ESP,F,A,A,0,No
1013239,TUR,,A,B,0,No
1013240,,,A,B,0,No
1013241,USA,M,I,B,0,No
1013242,BRA,F,A,B,0,No
1013243,DEU,F,I,B,0,No
1013244,TUR,M,I,A,0,No
1013245,GBR,F,I,A,0,No
1013246,TUR,F,A,A,0,No
1013247,USA,,A,A,0,No
1013248,USA,M,A,A,0,No
1013249,BRA,F,A,A,0,No
1013250,BRA,F,I,B,3.59,Yes
1013251,TUR,M,I,B,0,No
1013252,DEU,M,A,A,0,No
1013253,DEU,F,A,A,0,No
1013254,TUR,F,I,B,0,No
1013255,TUR,M,I,A,0,No
1013256,BRA,M,I,A,0,No
1013257,GBR,F,I,A,0,No
1013258,USA,M,I,A,0,No
1013259,MEX,M,A,A,0,No
1013260,CAN,M,A,A,0,No
1013261,ESP,F,A,A,0,No
1013262,AUS,O,A,A,0,No
1013263,GBR,,A,B,0,No
1013264,MEX,M,A,B,0,No
1013265,DEU,F,A,A,0,No
1013266,USA,F,I,B,0,No
1013267,TUR,M,A,A,0,No
1013268,DEU,,A,B,0,No
1013269,TUR,M,A,B,0,No
1013270,BRA,,I,B,0,No
1013271,MEX,F,A,B,0,No
1013272,USA,F,I,B,7.96,Yes
1013273,MEX,,A,A,0,No
1013274,USA,M,I,A,0,No
1013275,BRA,M,I,A,0,No
1013276,BRA,,A,A,0,No
1013277,USA,M,I,B,0,No
1013279,DEU,M,A,A,0,No
1013280,ESP,F,A,B,0,No
1013281,TUR,M,I,B,0,No
1013282,USA,M,A,A,0,No
1013283,BRA,F,A,A,0,No
1013284,USA,M,I,A,0,No
1013285,DEU,M,A,B,0,No
1013286,ESP,M,A,A,0,No
1013287,USA,M,A,B,0,No
1013288,AUS,M,A,B,0,No
1013289,BRA,F,A,B,0,No
1013290,GBR,M,A,A,0,No
1013291,TUR,,I,B,0,No
1013292,USA,M,A,A,0,No
1013293,USA,F,I,A,0,No
1013294,USA,M,I,A,0,No
1013295,ESP,F,A,A,0,No
1013296,BRA,F,I,B,0,No
1013297,MEX,F,A,A,0,No
1013298,DEU,F,A,A,0,No
1013299,ESP,M,A,A,0,No
1013300,USA,F,A,B,56.01,Yes
1013301,USA,,A,B,0,No
1013302,DEU,F,A,A,0,No
1013303,USA,F,A,B,0,No
1013304,GBR,M,A,B,0,No
1013305,MEX,F,A,B,0,No
1013306,USA,F,A,B,0,No
1013307,USA,F,I,B,0,No
1013308,BRA,F,I,A,0,No
1013310,USA,F,A,A,0,No
1013311,FRA,,A,B,0,No
1013312,USA,M,A,A,0,No
1013313,BRA,M,I,B,0,No
1013314,BRA,,A,B,0,No
1013315,ESP,M,I,B,0,No
1013316,BRA,F,I,B,0,No
1013317,FRA,F,A,A,0,No
1013318,TUR,F,A,B,0,No
1013319,AUS,M,I,B,0,No
1013320,FRA,F,A,A,0,No
1013321,GBR,M,A,B,0,No
1013322,BRA,M,I,B,0,No
1013323,DEU,F,A,B,0,No
1013324,USA,F,A,B,0,No
1013325,MEX,M,A,A,0,No
1013326,TUR,M,A,A,0,No
1013327,USA,F,A,A,0,No
1013328,MEX,M,I,B,0,No
1013329,MEX,,I,B,48.78138143,Yes
1013330,MEX,,A,B,89.12,Yes
1013331,TUR,M,A,B,0,No
1013332,USA,,A,B,0,No
1013333,TUR,M,A,B,0,No
1013334,BRA,F,A,A,56.57,Yes
1013335,USA,M,A,B,0,No
1013336,USA,,I,A,0,No
1013337,MEX,,I,B,0,No
1013338,GBR,,I,B,0,No
1013339,MEX,F,I,A,0,No
1013340,MEX,M,I,B,0,No
1013341,BRA,M,A,A,0,No
1013342,USA,F,I,A,0,No
1013343,USA,M,A,A,0,No
1013344,DEU,M,A,B,0,No
1013345,USA,F,A,A,0,No
1013346,USA,F,A,B,0,No
1013347,DEU,O,A,A,0,No
1013348,DEU,F,A,A,0,No
1013350,BRA,F,I,B,0,No
1013351,MEX,M,A,B,0,No
1013352,BRA,F,A,B,0,No
1013353,USA,M,I,B,0,No
1013354,USA,M,I,B,0,No
1013355,TUR,F,A,B,0,No
1013356,GBR,F,A,A,0,No
1013357,MEX,M,I,B,0,No
1013358,USA,F,I,B,0,No
1013359,DEU,,A,B,0,No
1013360,USA,M,I,B,110.08,Yes
1013361,MEX,M,I,A,0,No
1013363,BRA,M,A,B,0,No
1013364,USA,F,I,A,0,No
1013365,BRA,F,I,A,0,No
1013366,FRA,,A,A,0,No
1013367,BRA,F,A,B,0,No
1013368,USA,M,I,B,0,No
1013369,MEX,M,I,B,0,No
1013370,USA,,I,B,0,No
1013371,USA,O,I,B,0,No
1013372,USA,F,A,A,0,No
1013373,USA,F,I,A,0,No
1013374,USA,,I,B,0,No
1013375,DEU,,I,A,0,No
1013376,BRA,F,I,A,0,No
1013377,MEX,M,A,A,0,No
1013378,AUS,M,A,A,0,No
1013379,MEX,M,I,B,0,No
1013380,MEX,F,A,A,0,No
1013381,MEX,M,A,B,0,No
1013382,TUR,F,A,B,0,No
1013383,USA,M,A,A,0,No
1013384,BRA,F,A,B,0,No
1013385,BRA,,A,B,0,No
1013386,GBR,F,I,A,0,No
1013387,USA,M,,A,0,No
1013388,ESP,O,I,B,0,No
1013389,MEX,F,I,A,0,No
1013391,BRA,F,I,B,0,No
1013392,USA,M,I,A,0,No
1013393,CAN,M,I,A,0,No
1013394,USA,,A,A,0,No
1013395,GBR,,A,B,0,No
1013396,DEU,F,I,A,0,No
1013397,TUR,M,I,A,0,No
1013398,ESP,F,I,B,13.04,Yes
1013399,DEU,O,I,A,0,No
1013400,USA,,A,A,0,No
1013401,DEU,F,I,B,0,No
1013402,BRA,M,I,A,0,No
1013403,CAN,,A,A,0,No
1013404,USA,,I,A,0,No
1013405,BRA,,I,B,0,No
1013406,,,I,A,0,No
1013407,USA,F,A,B,0,No
1013408,ESP,M,A,A,0,No
1013409,MEX,,A,B,67.48086986,Yes
1013410,MEX,M,A,B,0,No
1013411,BRA,M,A,A,0,No
1013412,DEU,M,A,A,0,No
1013413,BRA,F,A,B,0,No
1013414,TUR,M,A,B,0,No
1013415,BRA,,A,A,0,No
1013416,BRA,F,I,A,100.17,Yes
1013417,MEX,O,A,B,0,No
1013418,BRA,O,A,B,0,No
1013419,FRA,O,A,A,0,No
1013420,USA,F,A,B,0,No
1013421,MEX,M,A,B,0,No
1013422,USA,M,A,A,0,No
1013423,BRA,F,A,A,0,No
1013424,USA,M,A,B,0,No
1013425,USA,F,A,B,0,No
1013426,MEX,F,A,B,0,No
1013427,AUS,F,A,B,0,No
1013428,,M,A,B,0,No
1013429,USA,M,A,B,0,No
1013430,FRA,M,A,B,0,No
1013431,DEU,O,A,B,0,No
1013432,BRA,M,A,B,0,No
1013433,ESP,M,A,B,0,No
1013434,USA,F,A,B,0,No
1013435,BRA,F,A,A,0,No
1013436,MEX,M,I,B,0,No
1013437,USA,M,A,B,0,No
1013438,BRA,,A,B,0,No
1013439,CAN,M,A,B,0,No
1013440,USA,M,I,B,0,No
1013441,TUR,M,A,A,0,No
1013442,USA,F,A,A,0,No
1013443,BRA,F,A,A,0,No
1013444,BRA,F,A,A,0,No
1013445,FRA,F,A,A,0,No
1013446,MEX,O,A,B,0,No
1013447,TUR,,I,B,0,No
1013448,MEX,M,A,B,0,No
1013449,BRA,M,A,A,0,No
1013450,USA,M,A,A,0,No
1013451,GBR,M,A,A,0,No
1013452,DEU,F,A,B,0,No
1013453,BRA,F,I,A,0,No
1013454,ESP,F,A,B,0,No
1013455,FRA,F,I,B,0,No
1013456,USA,M,I,B,0,No
1013457,MEX,F,I,B,0,No
1013458,TUR,,A,A,0,No
1013459,USA,,A,A,0,No
1013460,USA,M,I,B,0,No
1013461,USA,M,I,A,0,No
1013462,BRA,F,A,B,0,No
1013463,TUR,M,A,A,0,No
1013464,MEX,M,A,A,0,No
1013465,ESP,F,A,A,0,No
1013466,MEX,M,I,B,0,No
1013467,TUR,M,A,B,0,No
1013468,BRA,M,A,B,0,No
1013469,DEU,M,I,B,0,No
1013470,USA,,A,B,0,No
1013471,MEX,F,I,A,0,No
1013472,TUR,O,A,B,0,No
1013473,USA,,A,B,0,No
1013474,FRA,F,I,B,0,No
1013475,GBR,F,I,B,0,No
1013476,USA,M,I,A,0,No
1013477,MEX,F,I,A,0,No
1013478,CAN,M,I,A,0,No
1013479,FRA,,I,A,0,No
